HomeTeam,AwayTeam,FTR,HST,AST,HAS,HDS,AAS,ADS,Result
Brighton,West Ham,D,2.0,3.0,0.314,0.496,1.576,1.808,0
Crystal Palace,Aston Villa,H,8.0,5.0,0.675,1.056,1.649,1.827,1
Tottenham,Wolves,H,13.0,3.0,2.402,1.766,0.608,0.812,1
West Brom,Liverpool,A,3.0,6.0,1.077,1.741,2.709,1.561,-1
Everton,Sheffield United,A,6.0,3.0,2.096,1.858,0.151,0.347,-1
Man United,Fulham,D,6.0,5.0,2.76,1.323,1.109,1.609,0
Southampton,Leeds,A,3.0,7.0,1.173,1.333,0.389,0.387,-1
Brighton,Man City,H,6.0,4.0,0.314,0.496,2.758,1.601,1
Chelsea,Leicester,H,6.0,3.0,2.742,1.333,1.06,0.845,1
Everton,Wolves,H,4.0,3.0,2.096,1.858,0.608,0.812,1
Newcastle,Sheffield United,H,5.0,1.0,1.69,1.917,0.151,0.347,1
Tottenham,Aston Villa,A,4.0,4.0,2.402,1.766,1.649,1.827,-1
Crystal Palace,Arsenal,A,6.0,3.0,0.675,1.056,2.841,1.624,-1
Burnley,Liverpool,A,4.0,3.0,0.528,0.827,2.709,1.561,-1
West Brom,West Ham,A,4.0,9.0,1.077,1.741,1.576,1.808,-1
Arsenal,Brighton,H,5.0,1.0,2.76,1.498,0.306,0.413,1
Aston Villa,Chelsea,H,3.0,7.0,1.376,1.717,2.778,1.332,1
Fulham,Newcastle,A,0.0,4.0,1.28,1.649,1.523,1.959,-1
Leeds,West Brom,H,9.0,5.0,0.273,0.365,1.041,1.498,1
Leicester,Tottenham,A,6.0,4.0,0.852,0.876,2.422,1.812,-1
Liverpool,Crystal Palace,H,5.0,4.0,2.642,1.352,0.924,1.026,1
Man City,Everton,H,11.0,3.0,2.786,1.508,1.902,1.753,1
Sheffield United,Burnley,H,3.0,3.0,0.221,0.306,0.598,0.856,1
West Ham,Southampton,H,7.0,5.0,1.59,2.004,1.124,1.251,1
Wolves,Man United,A,4.0,4.0,0.587,0.91,2.802,1.362,-1
Liverpool,Norwich,H,7.0,5.0,2.642,1.352,0.394,0.841,1
West Ham,Man City,A,3.0,9.0,1.59,2.004,2.758,1.601,-1
Bournemouth,Sheffield United,D,3.0,3.0,0.502,0.72,0.151,0.347,0
Burnley,Southampton,H,4.0,3.0,0.528,0.827,1.124,1.251,1
Crystal Palace,Everton,D,2.0,3.0,0.675,1.056,1.902,1.753,0
Watford,Brighton,A,3.0,3.0,0.513,0.773,0.306,0.413,-1
Tottenham,Aston Villa,H,7.0,4.0,2.402,1.766,1.649,1.827,1
Leicester,Wolves,D,1.0,2.0,0.852,0.876,0.608,0.812,0
Newcastle,Arsenal,A,2.0,2.0,1.69,1.917,2.841,1.624,-1
Man United,Chelsea,H,5.0,7.0,2.76,1.323,2.778,1.332,1
Arsenal,Burnley,H,9.0,5.0,2.76,1.498,0.598,0.856,1
Aston Villa,Bournemouth,A,7.0,4.0,1.376,1.717,0.511,0.672,-1
Brighton,West Ham,D,4.0,3.0,0.314,0.496,1.576,1.808,0
Everton,Watford,H,2.0,2.0,2.096,1.858,0.496,0.756,1
Norwich,Newcastle,H,8.0,3.0,0.524,0.812,1.523,1.959,1
Southampton,Liverpool,A,3.0,6.0,1.173,1.333,2.709,1.561,-1
Man City,Tottenham,D,10.0,2.0,2.786,1.508,2.422,1.812,0
Sheffield United,Crystal Palace,H,3.0,4.0,0.221,0.306,0.924,1.026,1
Chelsea,Leicester,D,5.0,3.0,2.742,1.333,1.06,0.845,0
Wolves,Man United,D,2.0,2.0,0.587,0.91,2.802,1.362,0
Aston Villa,Everton,H,3.0,1.0,1.376,1.717,1.902,1.753,1
Norwich,Chelsea,A,5.0,8.0,0.524,0.812,2.778,1.332,-1
Brighton,Southampton,A,3.0,4.0,0.314,0.496,1.124,1.251,-1
Man United,Crystal Palace,A,3.0,3.0,2.76,1.323,0.924,1.026,-1
Sheffield United,Leicester,A,3.0,2.0,0.221,0.306,1.06,0.845,-1
Watford,West Ham,A,3.0,10.0,0.513,0.773,1.576,1.808,-1
Liverpool,Arsenal,H,5.0,3.0,2.642,1.352,2.841,1.624,1
Bournemouth,Man City,A,7.0,5.0,0.502,0.72,2.758,1.601,-1
Tottenham,Newcastle,A,2.0,3.0,2.402,1.766,1.523,1.959,-1
Wolves,Burnley,D,2.0,4.0,0.587,0.91,0.598,0.856,0
Southampton,Man United,D,2.0,8.0,1.173,1.333,2.802,1.362,0
Chelsea,Sheffield United,D,5.0,2.0,2.742,1.333,0.151,0.347,0
Crystal Palace,Aston Villa,H,5.0,2.0,0.675,1.056,1.649,1.827,1
Leicester,Bournemouth,H,5.0,2.0,0.852,0.876,0.511,0.672,1
Man City,Brighton,H,6.0,2.0,2.786,1.508,0.306,0.413,1
Newcastle,Watford,D,5.0,3.0,1.69,1.917,0.496,0.756,0
West Ham,Norwich,H,8.0,3.0,1.59,2.004,0.394,0.841,1
Burnley,Liverpool,A,2.0,7.0,0.528,0.827,2.709,1.561,-1
Everton,Wolves,H,6.0,5.0,2.096,1.858,0.608,0.812,1
Arsenal,Tottenham,D,8.0,9.0,2.76,1.498,2.422,1.812,0
Liverpool,Newcastle,H,9.0,1.0,2.642,1.352,1.523,1.959,1
Brighton,Burnley,D,5.0,1.0,0.314,0.496,0.598,0.856,0
Man United,Leicester,H,5.0,3.0,2.76,1.323,1.06,0.845,1
Sheffield United,Southampton,A,4.0,7.0,0.221,0.306,1.124,1.251,-1
Tottenham,Crystal Palace,H,5.0,6.0,2.402,1.766,0.924,1.026,1
Wolves,Chelsea,A,4.0,6.0,0.587,0.91,2.778,1.332,-1
Norwich,Man City,H,3.0,8.0,0.524,0.812,2.758,1.601,1
Bournemouth,Everton,H,6.0,5.0,0.502,0.72,1.902,1.753,1
Watford,Arsenal,D,7.0,4.0,0.513,0.773,2.841,1.624,0
Aston Villa,West Ham,D,5.0,1.0,1.376,1.717,1.576,1.808,0
Southampton,Bournemouth,A,6.0,3.0,1.173,1.333,0.511,0.672,-1
Leicester,Tottenham,H,7.0,4.0,0.852,0.876,2.422,1.812,1
Burnley,Norwich,H,6.0,2.0,0.528,0.827,0.394,0.841,1
Everton,Sheffield United,A,3.0,1.0,2.096,1.858,0.151,0.347,-1
Man City,Watford,H,11.0,4.0,2.786,1.508,0.496,0.756,1
Newcastle,Brighton,D,4.0,3.0,1.69,1.917,0.306,0.413,0
Crystal Palace,Wolves,D,4.0,4.0,0.675,1.056,0.608,0.812,0
West Ham,Man United,H,6.0,3.0,1.59,2.004,2.802,1.362,1
Arsenal,Aston Villa,H,6.0,9.0,2.76,1.498,1.649,1.827,1
Chelsea,Liverpool,A,2.0,3.0,2.742,1.333,2.709,1.561,-1
Sheffield United,Liverpool,A,2.0,4.0,0.221,0.306,2.709,1.561,-1
Aston Villa,Burnley,D,3.0,3.0,1.376,1.717,0.598,0.856,0
Bournemouth,West Ham,D,5.0,6.0,0.502,0.72,1.576,1.808,0
Chelsea,Brighton,H,10.0,1.0,2.742,1.333,0.306,0.413,1
Crystal Palace,Norwich,H,3.0,3.0,0.675,1.056,0.394,0.841,1
Tottenham,Southampton,H,4.0,6.0,2.402,1.766,1.124,1.251,1
Wolves,Watford,H,2.0,5.0,0.587,0.91,0.496,0.756,1
Everton,Man City,A,8.0,9.0,2.096,1.858,2.758,1.601,-1
Leicester,Newcastle,H,5.0,0.0,0.852,0.876,1.523,1.959,1
Man United,Arsenal,D,4.0,5.0,2.76,1.323,2.841,1.624,0
Brighton,Tottenham,H,6.0,3.0,0.314,0.496,2.422,1.812,1
Burnley,Everton,H,3.0,2.0,0.528,0.827,1.902,1.753,1
Liverpool,Leicester,H,8.0,1.0,2.642,1.352,1.06,0.845,1
Norwich,Aston Villa,A,5.0,12.0,0.524,0.812,1.649,1.827,-1
Watford,Sheffield United,D,2.0,3.0,0.513,0.773,0.151,0.347,0
West Ham,Crystal Palace,A,4.0,4.0,1.59,2.004,0.924,1.026,-1
Arsenal,Bournemouth,H,2.0,2.0,2.76,1.498,0.511,0.672,1
Man City,Wolves,A,2.0,2.0,2.786,1.508,0.608,0.812,-1
Southampton,Chelsea,A,3.0,7.0,1.173,1.333,2.778,1.332,-1
Newcastle,Man United,H,2.0,3.0,1.69,1.917,2.802,1.362,1
Everton,West Ham,H,10.0,4.0,2.096,1.858,1.576,1.808,1
Aston Villa,Brighton,H,8.0,5.0,1.376,1.717,0.306,0.413,1
Bournemouth,Norwich,D,2.0,1.0,0.502,0.72,0.394,0.841,0
Chelsea,Newcastle,H,8.0,0.0,2.742,1.333,1.523,1.959,1
Leicester,Burnley,H,3.0,4.0,0.852,0.876,0.598,0.856,1
Tottenham,Watford,D,2.0,2.0,2.402,1.766,0.496,0.756,0
Wolves,Southampton,D,1.0,5.0,0.587,0.91,1.124,1.251,0
Crystal Palace,Man City,A,2.0,10.0,0.675,1.056,2.758,1.601,-1
Man United,Liverpool,D,2.0,4.0,2.76,1.323,2.709,1.561,0
Sheffield United,Arsenal,H,2.0,3.0,0.221,0.306,2.841,1.624,1
Southampton,Leicester,A,3.0,15.0,1.173,1.333,1.06,0.845,-1
Man City,Aston Villa,H,9.0,5.0,2.786,1.508,1.649,1.827,1
Brighton,Everton,H,4.0,6.0,0.314,0.496,1.902,1.753,1
Watford,Bournemouth,D,3.0,5.0,0.513,0.773,0.511,0.672,0
West Ham,Sheffield United,D,4.0,4.0,1.59,2.004,0.151,0.347,0
Burnley,Chelsea,A,5.0,7.0,0.528,0.827,2.778,1.332,-1
Newcastle,Wolves,D,2.0,5.0,1.69,1.917,0.608,0.812,0
Arsenal,Crystal Palace,D,6.0,4.0,2.76,1.498,0.924,1.026,0
Liverpool,Tottenham,H,13.0,4.0,2.642,1.352,2.422,1.812,1
Norwich,Man United,A,3.0,11.0,0.524,0.812,2.802,1.362,-1
Bournemouth,Man United,H,6.0,4.0,0.502,0.72,2.802,1.362,1
Arsenal,Wolves,D,4.0,8.0,2.76,1.498,0.608,0.812,0
Aston Villa,Liverpool,A,2.0,6.0,1.376,1.717,2.709,1.561,-1
Brighton,Norwich,H,5.0,0.0,0.314,0.496,0.394,0.841,1
Man City,Southampton,H,4.0,3.0,2.786,1.508,1.124,1.251,1
Sheffield United,Burnley,H,6.0,0.0,0.221,0.306,0.598,0.856,1
West Ham,Newcastle,A,6.0,9.0,1.59,2.004,1.523,1.959,-1
Watford,Chelsea,A,3.0,10.0,0.513,0.773,2.778,1.332,-1
Crystal Palace,Leicester,A,3.0,5.0,0.675,1.056,1.06,0.845,-1
Everton,Tottenham,D,3.0,2.0,2.096,1.858,2.422,1.812,0
Norwich,Watford,A,5.0,2.0,0.524,0.812,0.496,0.756,-1
Chelsea,Crystal Palace,H,5.0,1.0,2.742,1.333,0.924,1.026,1
Burnley,West Ham,H,12.0,4.0,0.528,0.827,1.576,1.808,1
Newcastle,Bournemouth,H,9.0,3.0,1.69,1.917,0.511,0.672,1
Southampton,Everton,A,3.0,5.0,1.173,1.333,1.902,1.753,-1
Tottenham,Sheffield United,D,5.0,4.0,2.402,1.766,0.151,0.347,0
Leicester,Arsenal,H,7.0,1.0,0.852,0.876,2.841,1.624,1
Man United,Brighton,H,11.0,2.0,2.76,1.323,0.306,0.413,1
Wolves,Aston Villa,H,5.0,4.0,0.587,0.91,1.649,1.827,1
Liverpool,Man City,H,5.0,3.0,2.642,1.352,2.758,1.601,1
West Ham,Tottenham,A,4.0,6.0,1.59,2.004,2.422,1.812,-1
Arsenal,Southampton,D,5.0,6.0,2.76,1.498,1.124,1.251,0
Bournemouth,Wolves,A,2.0,7.0,0.502,0.72,0.608,0.812,-1
Brighton,Leicester,A,0.0,9.0,0.314,0.496,1.06,0.845,-1
Crystal Palace,Liverpool,A,6.0,4.0,0.675,1.056,2.709,1.561,-1
Everton,Norwich,A,7.0,5.0,2.096,1.858,0.394,0.841,-1
Watford,Burnley,A,4.0,5.0,0.513,0.773,0.598,0.856,-1
Man City,Chelsea,H,4.0,2.0,2.786,1.508,2.778,1.332,1
Sheffield United,Man United,D,8.0,5.0,0.221,0.306,2.802,1.362,0
Aston Villa,Newcastle,H,8.0,5.0,1.376,1.717,1.523,1.959,1
Newcastle,Man City,D,3.0,9.0,1.69,1.917,2.758,1.601,0
Burnley,Crystal Palace,A,4.0,2.0,0.528,0.827,0.924,1.026,-1
Chelsea,West Ham,A,6.0,4.0,2.742,1.333,1.576,1.808,-1
Liverpool,Brighton,H,7.0,5.0,2.642,1.352,0.306,0.413,1
Tottenham,Bournemouth,H,5.0,6.0,2.402,1.766,0.511,0.672,1
Southampton,Watford,H,6.0,3.0,1.173,1.333,0.496,0.756,1
Norwich,Arsenal,D,8.0,7.0,0.524,0.812,2.841,1.624,0
Wolves,Sheffield United,D,3.0,4.0,0.587,0.91,0.151,0.347,0
Leicester,Everton,H,6.0,3.0,0.852,0.876,1.902,1.753,1
Man United,Aston Villa,D,6.0,3.0,2.76,1.323,1.649,1.827,0
Crystal Palace,Bournemouth,H,2.0,3.0,0.675,1.056,0.511,0.672,1
Burnley,Man City,A,2.0,8.0,0.528,0.827,2.758,1.601,-1
Chelsea,Aston Villa,H,9.0,3.0,2.742,1.333,1.649,1.827,1
Leicester,Watford,H,6.0,1.0,0.852,0.876,0.496,0.756,1
Man United,Tottenham,H,7.0,5.0,2.76,1.323,2.422,1.812,1
Southampton,Norwich,H,5.0,3.0,1.173,1.333,0.394,0.841,1
Wolves,West Ham,H,7.0,3.0,0.587,0.91,1.576,1.808,1
Liverpool,Everton,H,5.0,4.0,2.642,1.352,1.902,1.753,1
Sheffield United,Newcastle,A,6.0,4.0,0.221,0.306,1.523,1.959,-1
Arsenal,Brighton,A,5.0,9.0,2.76,1.498,0.306,0.413,-1
Everton,Chelsea,H,7.0,4.0,2.096,1.858,2.778,1.332,1
Bournemouth,Liverpool,A,0.0,9.0,0.502,0.72,2.709,1.561,-1
Tottenham,Burnley,H,7.0,1.0,2.402,1.766,0.598,0.856,1
Watford,Crystal Palace,D,3.0,0.0,0.513,0.773,0.924,1.026,0
Man City,Man United,A,5.0,7.0,2.786,1.508,2.802,1.362,-1
Aston Villa,Leicester,A,2.0,8.0,1.376,1.717,1.06,0.845,-1
Newcastle,Southampton,H,6.0,4.0,1.69,1.917,1.124,1.251,1
Norwich,Sheffield United,A,4.0,3.0,0.524,0.812,0.151,0.347,-1
Brighton,Wolves,D,4.0,5.0,0.314,0.496,0.608,0.812,0
West Ham,Arsenal,A,4.0,3.0,1.59,2.004,2.841,1.624,-1
Liverpool,Watford,H,6.0,2.0,2.642,1.352,0.496,0.756,1
Burnley,Newcastle,H,4.0,0.0,0.528,0.827,1.523,1.959,1
Chelsea,Bournemouth,A,5.0,2.0,2.742,1.333,0.511,0.672,-1
Leicester,Norwich,D,5.0,3.0,0.852,0.876,0.394,0.841,0
Sheffield United,Aston Villa,H,3.0,0.0,0.221,0.306,1.649,1.827,1
Southampton,West Ham,A,2.0,4.0,1.173,1.333,1.576,1.808,-1
Man United,Everton,D,8.0,3.0,2.76,1.323,1.902,1.753,0
Wolves,Tottenham,A,5.0,5.0,0.587,0.91,2.422,1.812,-1
Arsenal,Man City,A,1.0,7.0,2.76,1.498,2.758,1.601,-1
Crystal Palace,Brighton,D,4.0,10.0,0.675,1.056,0.306,0.413,0
Everton,Arsenal,D,0.0,2.0,2.096,1.858,2.841,1.624,0
Aston Villa,Southampton,A,6.0,8.0,1.376,1.717,1.124,1.251,-1
Bournemouth,Burnley,A,0.0,1.0,0.502,0.72,0.598,0.856,-1
Brighton,Sheffield United,A,2.0,2.0,0.314,0.496,0.151,0.347,-1
Newcastle,Crystal Palace,H,3.0,4.0,1.69,1.917,0.924,1.026,1
Norwich,Wolves,A,7.0,4.0,0.524,0.812,0.608,0.812,-1
Man City,Leicester,H,12.0,2.0,2.786,1.508,1.06,0.845,1
Watford,Man United,H,3.0,8.0,0.513,0.773,2.802,1.362,1
Tottenham,Chelsea,A,1.0,3.0,2.402,1.766,2.778,1.332,-1
Tottenham,Brighton,H,5.0,5.0,2.402,1.766,0.306,0.413,1
Aston Villa,Norwich,H,2.0,6.0,1.376,1.717,0.394,0.841,1
Bournemouth,Arsenal,D,4.0,2.0,0.502,0.72,2.841,1.624,0
Chelsea,Southampton,A,3.0,3.0,2.742,1.333,1.124,1.251,-1
Crystal Palace,West Ham,H,4.0,2.0,0.675,1.056,1.576,1.808,1
Everton,Burnley,H,5.0,0.0,2.096,1.858,0.598,0.856,1
Sheffield United,Watford,D,4.0,2.0,0.221,0.306,0.496,0.756,0
Man United,Newcastle,H,10.0,2.0,2.76,1.323,1.523,1.959,1
Leicester,Liverpool,A,0.0,6.0,0.852,0.876,2.709,1.561,-1
Wolves,Man City,H,8.0,3.0,0.587,0.91,2.758,1.601,1
Brighton,Bournemouth,H,6.0,2.0,0.314,0.496,0.511,0.672,1
Newcastle,Everton,A,5.0,9.0,1.69,1.917,1.902,1.753,-1
Southampton,Crystal Palace,D,5.0,2.0,1.173,1.333,0.924,1.026,0
Watford,Aston Villa,H,6.0,2.0,0.513,0.773,1.649,1.827,1
Norwich,Tottenham,D,2.0,7.0,0.524,0.812,2.422,1.812,0
West Ham,Leicester,A,4.0,8.0,1.59,2.004,1.06,0.845,-1
Burnley,Man United,A,1.0,5.0,0.528,0.827,2.802,1.362,-1
Arsenal,Chelsea,A,2.0,4.0,2.76,1.498,2.778,1.332,-1
Liverpool,Wolves,H,3.0,2.0,2.642,1.352,0.608,0.812,1
Man City,Sheffield United,H,4.0,0.0,2.786,1.508,0.151,0.347,1
Brighton,Chelsea,D,5.0,5.0,0.314,0.496,2.778,1.332,0
Burnley,Aston Villa,A,1.0,6.0,0.528,0.827,1.649,1.827,-1
Newcastle,Leicester,A,2.0,10.0,1.69,1.917,1.06,0.845,-1
Southampton,Tottenham,H,3.0,5.0,1.173,1.333,2.422,1.812,1
Watford,Wolves,H,3.0,4.0,0.513,0.773,0.608,0.812,1
Man City,Everton,H,7.0,2.0,2.786,1.508,1.902,1.753,1
Norwich,Crystal Palace,D,4.0,3.0,0.524,0.812,0.924,1.026,0
West Ham,Bournemouth,H,7.0,2.0,1.59,2.004,0.511,0.672,1
Arsenal,Man United,H,4.0,4.0,2.76,1.498,2.802,1.362,1
Liverpool,Sheffield United,H,7.0,2.0,2.642,1.352,0.151,0.347,1
Sheffield United,West Ham,H,3.0,2.0,0.221,0.306,1.576,1.808,1
Crystal Palace,Arsenal,D,3.0,4.0,0.675,1.056,2.841,1.624,0
Chelsea,Burnley,H,8.0,2.0,2.742,1.333,0.598,0.856,1
Everton,Brighton,H,6.0,2.0,2.096,1.858,0.306,0.413,1
Leicester,Southampton,A,5.0,10.0,0.852,0.876,1.124,1.251,-1
Man United,Norwich,H,6.0,3.0,2.76,1.323,0.394,0.841,1
Wolves,Newcastle,D,4.0,1.0,0.587,0.91,1.523,1.959,0
Tottenham,Liverpool,A,4.0,7.0,2.402,1.766,2.709,1.561,-1
Bournemouth,Watford,A,1.0,6.0,0.502,0.72,0.496,0.756,-1
Aston Villa,Man City,A,1.0,12.0,1.376,1.717,2.758,1.601,-1
Watford,Tottenham,D,2.0,5.0,0.513,0.773,2.422,1.812,0
Arsenal,Sheffield United,D,4.0,4.0,2.76,1.498,0.151,0.347,0
Brighton,Aston Villa,D,2.0,3.0,0.314,0.496,1.649,1.827,0
Man City,Crystal Palace,D,6.0,3.0,2.786,1.508,0.924,1.026,0
Norwich,Bournemouth,H,5.0,3.0,0.524,0.812,0.511,0.672,1
Southampton,Wolves,A,5.0,4.0,1.173,1.333,0.608,0.812,-1
West Ham,Everton,D,6.0,3.0,1.59,2.004,1.902,1.753,0
Newcastle,Chelsea,H,2.0,4.0,1.69,1.917,2.778,1.332,1
Burnley,Leicester,H,5.0,8.0,0.528,0.827,1.06,0.845,1
Liverpool,Man United,H,5.0,4.0,2.642,1.352,2.802,1.362,1
Aston Villa,Watford,H,5.0,2.0,1.376,1.717,0.496,0.756,1
Bournemouth,Brighton,H,3.0,8.0,0.502,0.72,0.306,0.413,1
Crystal Palace,Southampton,A,0.0,6.0,0.675,1.056,1.124,1.251,-1
Everton,Newcastle,D,8.0,2.0,2.096,1.858,1.523,1.959,0
Sheffield United,Man City,A,1.0,5.0,0.221,0.306,2.758,1.601,-1
Chelsea,Arsenal,D,8.0,2.0,2.742,1.333,2.841,1.624,0
Leicester,West Ham,H,8.0,2.0,0.852,0.876,1.576,1.808,1
Tottenham,Norwich,H,3.0,2.0,2.402,1.766,0.394,0.841,1
Man United,Burnley,A,7.0,2.0,2.76,1.323,0.598,0.856,-1
Wolves,Liverpool,A,3.0,6.0,0.587,0.91,2.709,1.561,-1
West Ham,Liverpool,A,4.0,5.0,1.59,2.004,2.709,1.561,-1
Leicester,Chelsea,D,4.0,3.0,0.852,0.876,2.778,1.332,0
Bournemouth,Aston Villa,H,6.0,5.0,0.502,0.72,1.649,1.827,1
Crystal Palace,Sheffield United,A,3.0,3.0,0.675,1.056,0.151,0.347,-1
Liverpool,Southampton,H,9.0,4.0,2.642,1.352,1.124,1.251,1
Newcastle,Norwich,D,5.0,4.0,1.69,1.917,0.394,0.841,0
Watford,Everton,A,2.0,5.0,0.513,0.773,1.902,1.753,-1
West Ham,Brighton,D,6.0,6.0,1.59,2.004,0.306,0.413,0
Man United,Wolves,D,5.0,3.0,2.76,1.323,0.608,0.812,0
Burnley,Arsenal,D,2.0,2.0,0.528,0.827,2.841,1.624,0
Tottenham,Man City,H,3.0,5.0,2.402,1.766,2.758,1.601,1
Everton,Crystal Palace,H,8.0,2.0,2.096,1.858,0.924,1.026,1
Brighton,Watford,D,2.0,2.0,0.314,0.496,0.496,0.756,0
Sheffield United,Bournemouth,H,6.0,2.0,0.221,0.306,0.511,0.672,1
Wolves,Leicester,D,3.0,3.0,0.587,0.91,1.06,0.845,0
Southampton,Burnley,A,2.0,6.0,1.173,1.333,0.598,0.856,-1
Norwich,Liverpool,A,1.0,6.0,0.524,0.812,2.709,1.561,-1
Aston Villa,Tottenham,A,4.0,10.0,1.376,1.717,2.422,1.812,-1
Arsenal,Newcastle,H,7.0,2.0,2.76,1.498,1.523,1.959,1
Chelsea,Man United,A,1.0,3.0,2.742,1.333,2.802,1.362,-1
Man City,West Ham,H,7.0,0.0,2.786,1.508,1.576,1.808,1
Chelsea,Tottenham,H,7.0,3.0,2.742,1.333,2.422,1.812,1
Burnley,Bournemouth,H,10.0,4.0,0.528,0.827,0.511,0.672,1
Crystal Palace,Newcastle,H,9.0,2.0,0.675,1.056,1.523,1.959,1
Sheffield United,Brighton,D,3.0,2.0,0.221,0.306,0.306,0.413,0
Southampton,Aston Villa,H,9.0,1.0,1.173,1.333,1.649,1.827,1
Leicester,Man City,A,3.0,7.0,0.852,0.876,2.758,1.601,-1
Man United,Watford,H,9.0,2.0,2.76,1.323,0.496,0.756,1
Wolves,Norwich,H,6.0,4.0,0.587,0.91,0.394,0.841,1
Arsenal,Everton,H,4.0,5.0,2.76,1.498,1.902,1.753,1
Liverpool,West Ham,H,7.0,4.0,2.642,1.352,1.576,1.808,1
Norwich,Leicester,H,6.0,4.0,0.524,0.812,1.06,0.845,1
Brighton,Crystal Palace,A,8.0,3.0,0.314,0.496,0.924,1.026,-1
Bournemouth,Chelsea,D,5.0,6.0,0.502,0.72,2.778,1.332,0
Newcastle,Burnley,D,4.0,1.0,1.69,1.917,0.598,0.856,0
West Ham,Southampton,H,7.0,2.0,1.59,2.004,1.124,1.251,1
Watford,Liverpool,H,5.0,1.0,0.513,0.773,2.709,1.561,1
Everton,Man United,D,5.0,5.0,2.096,1.858,2.802,1.362,0
Tottenham,Wolves,A,5.0,4.0,2.402,1.766,0.608,0.812,-1
Liverpool,Bournemouth,H,6.0,4.0,2.642,1.352,0.511,0.672,1
Arsenal,West Ham,H,2.0,6.0,2.76,1.498,1.576,1.808,1
Crystal Palace,Watford,H,3.0,4.0,0.675,1.056,0.496,0.756,1
Sheffield United,Norwich,H,4.0,5.0,0.221,0.306,0.394,0.841,1
Southampton,Newcastle,A,3.0,7.0,1.173,1.333,1.523,1.959,-1
Wolves,Brighton,D,1.0,1.0,0.587,0.91,0.306,0.413,0
Burnley,Tottenham,D,8.0,2.0,0.528,0.827,2.422,1.812,0
Chelsea,Everton,H,11.0,1.0,2.742,1.333,1.902,1.753,1
Man United,Man City,H,6.0,2.0,2.76,1.323,2.758,1.601,1
Leicester,Aston Villa,H,7.0,1.0,0.852,0.876,1.649,1.827,1
Aston Villa,Sheffield United,D,6.0,1.0,1.376,1.717,0.151,0.347,0
Man City,Arsenal,H,12.0,0.0,2.786,1.508,2.841,1.624,1
Norwich,Southampton,A,1.0,9.0,0.524,0.812,1.124,1.251,-1
Tottenham,Man United,D,3.0,6.0,2.402,1.766,2.802,1.362,0
Watford,Leicester,D,4.0,2.0,0.513,0.773,1.06,0.845,0
Brighton,Arsenal,H,5.0,6.0,0.314,0.496,2.841,1.624,1
West Ham,Wolves,A,2.0,6.0,1.59,2.004,0.608,0.812,-1
Bournemouth,Crystal Palace,A,1.0,2.0,0.502,0.72,0.924,1.026,-1
Newcastle,Sheffield United,H,8.0,1.0,1.69,1.917,0.151,0.347,1
Aston Villa,Chelsea,A,4.0,5.0,1.376,1.717,2.778,1.332,-1
Everton,Liverpool,D,3.0,3.0,2.096,1.858,2.709,1.561,0
Man City,Burnley,H,7.0,0.0,2.786,1.508,0.598,0.856,1
Leicester,Brighton,D,2.0,2.0,0.852,0.876,0.306,0.413,0
Tottenham,West Ham,H,4.0,2.0,2.402,1.766,1.576,1.808,1
Man United,Sheffield United,H,6.0,1.0,2.76,1.323,0.151,0.347,1
Newcastle,Aston Villa,D,3.0,2.0,1.69,1.917,1.649,1.827,0
Norwich,Everton,A,1.0,5.0,0.524,0.812,1.902,1.753,-1
Wolves,Bournemouth,H,2.0,0.0,0.587,0.91,0.511,0.672,1
Liverpool,Crystal Palace,H,7.0,0.0,2.642,1.352,0.924,1.026,1
Burnley,Watford,H,5.0,4.0,0.528,0.827,0.496,0.756,1
Southampton,Arsenal,A,3.0,5.0,1.173,1.333,2.841,1.624,-1
Chelsea,Man City,H,10.0,2.0,2.742,1.333,2.758,1.601,1
Aston Villa,Wolves,A,1.0,2.0,1.376,1.717,0.608,0.812,-1
Watford,Southampton,A,0.0,7.0,0.513,0.773,1.124,1.251,-1
Crystal Palace,Burnley,A,4.0,4.0,0.675,1.056,0.598,0.856,-1
Brighton,Man United,A,2.0,6.0,0.314,0.496,2.802,1.362,-1
Arsenal,Norwich,H,8.0,2.0,2.76,1.498,0.394,0.841,1
Bournemouth,Newcastle,A,1.0,7.0,0.502,0.72,1.523,1.959,-1
Everton,Leicester,H,2.0,3.0,2.096,1.858,1.06,0.845,1
West Ham,Chelsea,H,4.0,6.0,1.59,2.004,2.778,1.332,1
Sheffield United,Tottenham,H,5.0,2.0,0.221,0.306,2.422,1.812,1
Man City,Liverpool,H,6.0,3.0,2.786,1.508,2.709,1.561,1
Norwich,Brighton,A,1.0,2.0,0.524,0.812,0.306,0.413,-1
Leicester,Crystal Palace,H,4.0,1.0,0.852,0.876,0.924,1.026,1
Man United,Bournemouth,H,10.0,3.0,2.76,1.323,0.511,0.672,1
Wolves,Arsenal,A,1.0,5.0,0.587,0.91,2.841,1.624,-1
Chelsea,Watford,H,9.0,3.0,2.742,1.333,0.496,0.756,1
Burnley,Sheffield United,D,4.0,3.0,0.528,0.827,0.151,0.347,0
Newcastle,West Ham,D,4.0,7.0,1.69,1.917,1.576,1.808,0
Liverpool,Aston Villa,H,4.0,3.0,2.642,1.352,1.649,1.827,1
Southampton,Man City,H,4.0,6.0,1.173,1.333,2.758,1.601,1
Tottenham,Everton,H,2.0,3.0,2.402,1.766,1.902,1.753,1
